Gene,Probe,Pearson,MaxDiff,Tau,Euclid,AvgVar
NTM,A_23_P84063,0.7085,0.7302,0.5219,5.768,0.526
C4orf3,A_23_P388433,0.7084,0.7308,0.4891,5.0051,0.487
KIAA1751,A_24_P85258,0.7084,0.7762,0.5212,9.5769,0.527
OSBPL8,A_23_P204810,0.7084,0.5995,0.3916,4.0401,0.388
KLK1,A_23_P16252,0.7083,0.5245,0.2354,8.6968,0.241
LMNA,A_24_P162718,0.7082,0.7441,0.4994,5.7121,0.5
LCP2,A_23_P30547,0.7082,0.7338,0.5115,8.3012,0.515
SERPINH1,A_23_P76006,0.7081,0.7568,0.5264,11.4884,0.532
TRPS1,A_23_P134755,0.7081,0.677,0.4488,5.9436,0.457
FRZB,A_23_P10902,0.7081,0.6975,0.5133,5.1405,0.511
CAPN12,A_23_P16409,0.708,0.7453,0.5176,7.0563,0.515
TMED5,A_23_P86002,0.708,0.7108,0.4712,4.1604,0.479
TMEM45B,A_23_P1682,0.7078,0.7272,0.527,9.5113,0.526
GADL1,CUST_736_PI416379584,0.7076,0.6618,0.3737,8.4726,0.372
FAM84A,A_23_P306211,0.7076,0.7405,0.5258,8.8135,0.534
HMGCR,A_23_P30495,0.7076,0.6897,0.4622,5.5736,0.461
RPL10L,A_23_P341325,0.7075,0.6963,0.4455,5.2445,0.442
C20orf117,CUST_64_PI416379584,0.7075,0.6074,0.3457,5.6669,0.344
PHKA1,A_24_P238543,0.7074,0.732,0.4975,7.5368,0.506
FLNC,A_24_P77968,0.7073,0.7284,0.4959,7.5011,0.496
SERPINA1,A_23_P218111,0.7073,0.7344,0.4939,7.8822,0.499
ANKS1A,A_23_P156748,0.7073,0.7114,0.5006,4.7248,0.5
TIMP4,A_32_P70315,0.7072,0.5596,0.3558,8.542,0.353
PIK3C2B,A_23_P200710,0.7072,0.7126,0.4659,5.7121,0.464
ZNF644,A_23_P358857,0.7071,0.7114,0.4879,3.6281,0.484
SAP30L,A_23_P368101,0.707,0.7907,0.5232,3.7792,0.523
KIAA1841,A_23_P340382,0.7069,0.7477,0.5105,4.7565,0.515
TMSL3,A_23_P399201,0.7069,0.7132,0.4888,6.2906,0.491
MTMR4,A_24_P382119,0.7068,0.7314,0.5032,4.5948,0.503
NFIX,A_24_P858698,0.7068,0.6909,0.4771,7.7262,0.483
KCNA3,CUST_11050_PI416261804,0.7068,0.7169,0.52,8.9085,0.524
TENC1,A_23_P151297,0.7067,0.7163,0.4915,7.2468,0.489
RNF220,A_23_P201002,0.7067,0.7483,0.5114,4.5048,0.509
TMEM163,A_23_P39550,0.7067,0.7126,0.5118,12.9118,0.51
ATG3,A_23_P212706,0.7066,0.7223,0.4773,6.3016,0.477
RLBP1,A_23_P163361,0.7066,0.7205,0.4901,8.3438,0.491
MDGA2,CUST_1021_PI416573500,0.7065,0.7157,0.4863,6.1738,0.495
VAV2,A_24_P84419,0.7065,0.6757,0.5003,8.0923,0.498
CFP,A_23_P22444,0.7064,0.7338,0.5126,5.6949,0.513
MMP16,CUST_14077_PI416261804,0.7064,0.7326,0.516,5.7502,0.521
ACSL4,CUST_15065_PI416261804,0.7064,0.6848,0.4914,5.7567,0.488
SOD3,A_23_P254741,0.7063,0.6467,0.4442,7.552,0.438
MCHR1,A_23_P211543,0.7062,0.706,0.4853,8.9171,0.495
ARHGAP29,CUST_1179_PI416261804,0.7062,0.6891,0.4428,7.3032,0.44
AS3MT,CUST_16216_PI416261804,0.7062,0.7616,0.5023,5.825,0.507
PTPRM,A_23_P159255,0.7062,0.7223,0.4893,6.396,0.49
COL20A1,A_32_P185637,0.7062,0.6709,0.4735,7.2146,0.474
PLK3,A_23_P51646,0.7062,0.7205,0.5136,5.4852,0.516
KIAA1543,A_23_P394043,0.7061,0.7465,0.4873,4.9852,0.49
FCGR2A,A_23_P85716,0.7061,0.7635,0.4986,8.3442,0.506
LOC100134291,CUST_3164_PI416261804,0.7061,0.7175,0.4688,3.8904,0.469
OSBPL6,A_23_P108823,0.7061,0.6751,0.4829,4.6201,0.48
RASSF3,A_23_P2397,0.706,0.6455,0.3463,8.7311,0.345
KIF21B,A_23_P126888,0.706,0.7302,0.4913,5.8592,0.497
LNX2,A_23_P402287,0.7059,0.6782,0.4591,4.8245,0.458
RBBP9,A_23_P257538,0.7058,0.7719,0.4989,4.8136,0.498
RPS20,A_23_P168898,0.7058,0.6884,0.4447,3.9378,0.443
PRTFDC1,A_23_P202004,0.7058,0.729,0.4983,5.6603,0.5
FAM59A,A_24_P370042,0.7058,0.7217,0.489,4.836,0.489
NEK11,A_23_P155301,0.7058,0.6364,0.4168,4.9429,0.416
TNFAIP6,A_23_P165624,0.7057,0.7417,0.4943,9.7384,0.492
S1PR2,A_32_P827528,0.7057,0.7096,0.4821,5.2702,0.483
ANAPC13,A_32_P16854,0.7057,0.732,0.5265,3.7506,0.531
C2orf73,A_24_P58488,0.7057,0.6691,0.4713,8.3104,0.472
LOC145837,A_32_P46594,0.7056,0.6993,0.4732,5.3821,0.476
NSMCE4A,A_23_P75204,0.7055,0.7114,0.4584,4.4698,0.455
SOST,A_23_P118571,0.7055,0.6794,0.3919,8.5936,0.399
MOSPD2,A_23_P406986,0.7055,0.7005,0.4856,6.0254,0.484
UBE2W,A_23_P71430,0.7055,0.6763,0.4918,3.6771,0.492
USP48,A_23_P200551,0.7054,0.7272,0.4655,3.3164,0.464
PBX4,A_23_P90419,0.7054,0.7568,0.5135,6.5304,0.513
SMAD3,CUST_15739_PI416261804,0.7054,0.7381,0.5104,8.2905,0.513
PPARGC1A,A_23_P18447,0.7054,0.7556,0.5442,7.305,0.546
PREP,A_23_P133755,0.7054,0.7453,0.514,5.2929,0.521
LOC100127983,A_24_P683011,0.7053,0.7393,0.5193,7.522,0.519
RPS25,A_32_P182882,0.7053,0.6667,0.4263,4.4855,0.424
CRIP1,CUST_5632_PI416261804,0.7052,0.6703,0.4805,6.41,0.479
STOX1,A_23_P344481,0.7051,0.6673,0.49,6.8849,0.487
PRR19,CUST_126_PI416379584,0.705,0.7502,0.5223,6.2644,0.524
OTUB2,A_23_P65386,0.705,0.7247,0.4991,7.5683,0.503
HBP1,A_23_P215787,0.7049,0.7453,0.4922,4.7721,0.496
OLFM4,A_24_P181254,0.7049,0.7387,0.4853,8.7343,0.492
IL20RA,CUST_10024_PI416261804,0.7049,0.7151,0.4673,9.987,0.475
NPPC,A_23_P301942,0.7048,0.7616,0.5152,9.6317,0.515
KIAA0753,A_23_P89543,0.7048,0.729,0.4896,4.0767,0.492
CBFB,A_23_P113634,0.7048,0.735,0.5194,5.835,0.522
ANXA4,A_23_P16976,0.7048,0.6987,0.4738,5.7224,0.472
GRIK3,CUST_838_PI417557136,0.7047,0.7078,0.4392,9.1579,0.437
ARPC5,A_23_P126803,0.7047,0.7471,0.502,4.1564,0.505
MESP1,A_23_P77223,0.7047,0.7465,0.5466,6.5375,0.547
MERTK,CUST_1140_PI416379584,0.7047,0.66,0.437,5.6323,0.434
PDLIM5,CUST_507_PI416408490,0.7047,0.6897,0.4637,6.3755,0.473
BMP7,A_23_P154643,0.7046,0.7175,0.496,7.4455,0.496
ARMCX6,A_32_P104460,0.7046,0.7181,0.5268,4.5259,0.53
ASNS,A_23_P145694,0.7046,0.7036,0.4835,4.7485,0.486
PODXL,A_23_P215060,0.7046,0.6872,0.5029,5.3267,0.5
GPR126,A_23_P214756,0.7044,0.7508,0.4862,8.7548,0.488
GTF2IRD1,A_23_P111621,0.7044,0.7756,0.4728,4.9504,0.473
MADD,CUST_9934_PI416261804,0.7044,0.7199,0.4959,7.0239,0.503
HLA-DPB1,A_23_P258769,0.7043,0.7568,0.5336,16.508,0.536
CRYL1,A_23_P162746,0.7043,0.7302,0.4986,5.221,0.499
ARRDC4,A_23_P339818,0.7043,0.6588,0.4613,5.8182,0.46
TTC35,CUST_1933_PI416261804,0.7042,0.7114,0.4967,4.7092,0.499
PRSS35,CUST_1622_PI416261804,0.7042,0.7241,0.478,7.5604,0.475
LOC646576,CUST_2919_PI416261804,0.704,0.7502,0.4758,7.8739,0.477
LIMD2,A_24_P168232,0.704,0.7108,0.4758,7.4773,0.481
STK3,A_23_P215963,0.704,0.7459,0.5072,7.6624,0.511
TRIM14,A_23_P216655,0.704,0.663,0.4123,6.2503,0.41
EPS8L2,A_23_P147822,0.7039,0.7205,0.4909,4.7699,0.495
CXCL3,A_24_P251764,0.7038,0.7072,0.4396,8.0202,0.45
RRAS2,CUST_2435_PI416261804,0.7038,0.7199,0.5297,4.4339,0.53
METTL10,A_24_P86868,0.7037,0.7641,0.5288,3.369,0.531
LOC728411,A_32_P190294,0.7037,0.6709,0.4449,6.2324,0.443
LOC644192,CUST_3914_PI416261804,0.7036,0.7719,0.5279,6.2826,0.53
LOC643669,A_24_P822692,0.7036,0.6346,0.3847,5.9693,0.384
GPM6B,CUST_15338_PI416261804,0.7036,0.6763,0.4745,6.3314,0.473
IFT80,A_24_P255645,0.7035,0.6782,0.4502,5.3452,0.447
PAGE4,A_24_P254506,0.7035,0.6243,0.3933,9.3638,0.392
PTGER4,A_23_P148047,0.7035,0.735,0.5092,8.6122,0.508
ZFP36L1,A_23_P99540,0.7034,0.7048,0.4811,8.1275,0.487
RANBP3L,A_23_P144929,0.7033,0.7205,0.4725,8.7272,0.471
ARHGAP10,A_23_P21548,0.7033,0.7302,0.5074,7.3969,0.512
NES,A_23_P103672,0.7032,0.7417,0.521,5.9878,0.519
DAAM1,A_24_P347447,0.7032,0.7036,0.4768,4.0208,0.476
SPATA20,A_23_P118633,0.7031,0.7266,0.485,5.3915,0.484
KIAA0368,A_23_P146431,0.7031,0.6528,0.4301,4.5394,0.427
PIGK,A_23_P34307,0.7031,0.7284,0.4572,4.713,0.454
KRT86,A_23_P363769,0.7031,0.7024,0.4613,5.4158,0.464
EML5,CUST_72_PI416573500,0.7031,0.6715,0.4721,6.9782,0.472
KIAA0895L,A_24_P331655,0.7031,0.6467,0.4219,5.4637,0.425
USP31,A_24_P147263,0.7031,0.7247,0.5163,4.7005,0.516
FHIT,A_23_P125164,0.7031,0.7036,0.4548,5.6473,0.455
NBEA,A_23_P65278,0.703,0.712,0.4925,6.377,0.498
BCL3,A_23_P4662,0.7029,0.7514,0.473,5.6793,0.474
NUAK2,A_23_P52161,0.7028,0.7453,0.506,9.2948,0.508
FAM136B,CUST_3075_PI416261804,0.7028,0.7453,0.4867,4.0672,0.495
KDR,A_24_P71973,0.7028,0.7653,0.5253,9.4138,0.524
BBS9,A_23_P82351,0.7028,0.7435,0.5153,4.5487,0.52
PRSS12,A_23_P121637,0.7027,0.6945,0.4934,8.6803,0.498
GNAI3,CUST_7374_PI416261804,0.7025,0.726,0.4795,5.2056,0.477
NECAP2,A_23_P97296,0.7025,0.7169,0.4791,5.268,0.482
SYT9,A_24_P255471,0.7023,0.755,0.4888,7.8954,0.487
ATF7IP2,A_23_P129466,0.7023,0.7253,0.465,5.0284,0.468
SERPINA6,A_23_P117363,0.7023,0.7381,0.4934,7.4392,0.5
JUP,A_23_P501822,0.7023,0.7302,0.5144,5.6359,0.516
KLF2,A_23_P119196,0.7023,0.7253,0.5128,9.1189,0.513
FLJ43663,CUST_7192_PI416261804,0.7023,0.7005,0.4835,4.2343,0.482
PDE9A,A_23_P29096,0.7022,0.7629,0.5182,6.5032,0.518
GJC1,A_23_P428287,0.7022,0.7495,0.5097,6.1643,0.505
GIT1,A_23_P100912,0.7021,0.7217,0.5178,5.8601,0.519
PCDHB12,A_23_P156010,0.7021,0.7066,0.5077,5.0427,0.506
CAPRIN2,A_23_P87532,0.7021,0.6122,0.3744,4.256,0.375
LOC100291115,CUST_15194_PI416261804,0.702,0.7078,0.4639,7.2299,0.467
NCAPD2,A_23_P25293,0.702,0.7441,0.516,7.7756,0.515
SSR1,A_32_P89755,0.702,0.7011,0.472,4.3356,0.481
PYDC2,CUST_1349_PI416379584,0.7019,0.4604,0.1964,5.797,0.214
AP1S3,CUST_5536_PI416261804,0.7019,0.7713,0.5138,7.7007,0.514
SMAD5,A_23_P144944,0.7019,0.7526,0.4889,4.4727,0.497
HLCS,A_23_P304991,0.7019,0.7175,0.5235,4.5082,0.527
ROPN1L,A_23_P121885,0.7019,0.6207,0.3704,7.3917,0.369
FAM190B,A_23_P404108,0.7019,0.7096,0.514,4.5275,0.513
PDZD11,A_23_P252491,0.7018,0.7278,0.4739,3.887,0.477
PAX8,A_23_P210001,0.7017,0.6388,0.4396,17.6697,0.44
NOS2,A_23_P502464,0.7016,0.6152,0.3871,10.341,0.4
TRAPPC10,A_23_P317683,0.7016,0.7411,0.4942,3.6117,0.493
PABPC1L,A_24_P92183,0.7015,0.7229,0.4982,8.7679,0.496
TPP1,A_24_P38815,0.7014,0.6969,0.4485,5.113,0.448
CBR4,A_23_P213237,0.7012,0.7719,0.5334,5.5828,0.532
PPA1,CUST_7870_PI416261804,0.7012,0.7647,0.5297,4.4637,0.529
ID1,A_23_P252306,0.701,0.7096,0.5123,7.9522,0.511
IFIT5,A_24_P30194,0.7008,0.7326,0.4971,4.3946,0.503
MAP7D3,A_23_P22557,0.7007,0.6957,0.4626,4.3425,0.471
CARD9,A_23_P500433,0.7007,0.6213,0.384,9.4494,0.382
GEFT,A_23_P98844,0.7006,0.6528,0.4074,11.8852,0.416
PBX1,A_24_P173823,0.7005,0.6727,0.4383,4.2304,0.438
MEX3B,A_23_P163440,0.7005,0.7181,0.4608,7.0102,0.465
C1orf122,A_24_P637982,0.7005,0.6969,0.4438,4.3471,0.444
LOXL2,A_23_P111995,0.7005,0.7175,0.4936,8.6111,0.495
PHF17,A_23_P167256,0.7005,0.5693,0.336,4.1792,0.334
PDGFRA,A_23_P300033,0.7004,0.6721,0.4563,8.4684,0.46
CYTSB,CUST_13321_PI416261804,0.7004,0.66,0.4634,5.4468,0.46
UBE2E2,A_32_P155506,0.7004,0.6782,0.4342,4.7369,0.435
FAM82B,A_23_P94889,0.7003,0.7441,0.4981,5.5166,0.503
STAG2,A_24_P66125,0.7002,0.7042,0.4443,5.24,0.445
PSMD6,A_23_P109928,0.7002,0.726,0.5008,8.3998,0.5
SPAG17,A_23_P319783,0.7002,0.6733,0.4779,10.1874,0.485
ZNF556,A_23_P39454,0.7001,0.5408,0.2545,8.2291,0.254
GPC5,A_23_P112874,0.7,0.6673,0.4563,8.3755,0.457
CLIC6,CUST_188_PI416408490,0.7,0.5275,0.315,10.3756,0.321
TRERF1,A_23_P59022,0.6999,0.7435,0.5187,5.2261,0.524
FOXL2,A_23_P110052,0.6998,0.7556,0.5328,8.2234,0.532
GNA13,A_24_P941441,0.6998,0.6854,0.4592,4.5416,0.464
ADRB1,A_23_P52240,0.6998,0.7296,0.5048,8.9916,0.512
PSMB10,A_23_P140807,0.6997,0.6884,0.4503,4.4237,0.459
C6orf72,A_23_P31109,0.6997,0.7187,0.4858,3.4323,0.49
SGSM1,A_32_P201417,0.6996,0.703,0.5139,6.1804,0.513
PRKCI,A_23_P18392,0.6995,0.7374,0.46,3.5746,0.457
RAB4A,A_23_P369919,0.6994,0.7792,0.498,4.7141,0.495
FAM69B,A_23_P431305,0.6993,0.6848,0.4301,4.1277,0.428
ZNF684,CUST_2010_PI416261804,0.6993,0.7598,0.5333,3.7138,0.532
GSTP1,A_23_P202658,0.6993,0.7447,0.4976,4.5801,0.501
LOC162632,A_32_P58796,0.6993,0.6407,0.4393,6.052,0.438
OLFML2A,A_24_P220485,0.6993,0.7102,0.5194,7.1049,0.52
DDX17,A_23_P218784,0.6992,0.6981,0.4324,5.3378,0.432
SLC9A7,A_23_P11032,0.6991,0.6884,0.4437,6.4224,0.443
KRTAP1010,CUST_1438_PI416261804,0.6991,0.6975,0.4799,15.2944,0.483
SDK2,A_32_P194312,0.699,0.677,0.4543,9.4123,0.451
CNNM4,A_23_P119923,0.6989,0.6872,0.4284,5.0248,0.43
C4orf50,CUST_1309_PI416379584,0.6989,0.7272,0.5009,8.4529,0.5
FAM106A,CUST_10762_PI416261804,0.6989,0.7108,0.4833,9.53,0.491
CYP1B1,A_23_P209625,0.6989,0.6915,0.5086,6.9798,0.506
SGK1,A_23_P19673,0.6988,0.7193,0.4916,8.1221,0.491
PWWP2A,CUST_6341_PI416261804,0.6988,0.6903,0.4502,3.999,0.449
SH3RF3,A_24_P589266,0.6987,0.7459,0.4989,7.5259,0.503
EFNA1,A_23_P254512,0.6987,0.7247,0.4642,7.0271,0.463
DHCR7,CUST_229_PI416408490,0.6987,0.7574,0.5226,6.4624,0.521
C17orf91,A_24_P253723,0.6985,0.6927,0.4468,5.1086,0.453
FLI1,A_24_P355649,0.6985,0.7199,0.5016,6.6851,0.504
CHST12,A_23_P310421,0.6985,0.6679,0.4201,5.2354,0.416
ASAP2,A_24_P362540,0.6983,0.6685,0.3931,7.1951,0.395
SGMS1,A_32_P163125,0.6983,0.7381,0.4938,4.1357,0.494
PTPRB,A_23_P53390,0.6983,0.686,0.5044,5.0463,0.504
LOC440041,CUST_3638_PI416261804,0.6982,0.7199,0.4834,10.6992,0.491
IKZF2,A_32_P114284,0.6982,0.7241,0.4664,5.0365,0.471
C4orf32,A_23_P58390,0.6981,0.7229,0.4598,6.9048,0.46
TNFAIP8L3,A_24_P375482,0.6979,0.7314,0.427,7.9117,0.431
SGCG,A_23_P423237,0.6979,0.611,0.2847,7.5988,0.298
KIF2A,A_23_P254091,0.6979,0.7042,0.4488,3.868,0.451
HAVCR2,A_23_P18903,0.6979,0.7393,0.5041,9.5357,0.504
STX4,A_23_P256375,0.6979,0.7314,0.4909,4.5409,0.49
AACS,A_23_P204395,0.6978,0.7084,0.4709,7.857,0.48
SNX7,CUST_9173_PI416261804,0.6978,0.7036,0.4853,6.8114,0.485
IL3RA,A_32_P217750,0.6977,0.7453,0.5323,5.7651,0.534
RABGAP1L,A_23_P200325,0.6977,0.7502,0.5061,4.1155,0.511
FBXL18,A_24_P307854,0.6977,0.7108,0.4736,5.9862,0.477
GSTM1,A_23_P115407,0.6977,0.7096,0.5188,7.1597,0.518
GRIN1,A_23_P84670,0.6976,0.6667,0.4416,5.8075,0.439
FXYD4,A_23_P98121,0.6976,0.6927,0.4822,9.213,0.48
SMAP1,A_24_P380348,0.6975,0.7211,0.4859,3.8196,0.483
MGC16275,A_32_P315395,0.6974,0.732,0.4631,7.3559,0.464
LOC100132622,CUST_4205_PI416261804,0.6974,0.7356,0.4913,8.9355,0.49
KCNK12,A_23_P108883,0.6974,0.6872,0.512,7.4811,0.512
TST,A_23_P29248,0.6973,0.7024,0.4708,6.6725,0.473
SPR,A_23_P68211,0.6973,0.6987,0.464,6.4375,0.463
BHMT,A_23_P81581,0.6972,0.6376,0.3692,8.8366,0.381
MYLIP,A_24_P917123,0.6972,0.7326,0.4706,7.5393,0.472
SEC24D,A_23_P159382,0.6971,0.6806,0.4317,8.2018,0.442
FDX1L,A_24_P416656,0.6971,0.6243,0.3874,3.9633,0.39
TMEM65,CUST_602_PI416261804,0.697,0.7266,0.4619,4.8059,0.466
CPD,A_23_P207837,0.697,0.7048,0.4551,5.4558,0.461
ARID5A,A_23_P143016,0.697,0.7102,0.4907,5.1554,0.49
ADAP2,A_23_P49816,0.697,0.686,0.4599,5.7339,0.467
TMEM107,A_24_P284353,0.697,0.6534,0.4605,4.2508,0.463
VEGFB,A_23_P1594,0.6969,0.7193,0.478,4.3825,0.482
SEC61A2,A_23_P161197,0.6967,0.7048,0.4615,5.2517,0.461
ANKRD5,A_23_P365086,0.6966,0.7871,0.521,8.1842,0.522
RPGRIP1L,A_23_P388489,0.6966,0.7514,0.5136,5.0844,0.513
C20orf3,A_23_P109201,0.6965,0.6419,0.4115,3.8847,0.409
FLJ10357,A_23_P99661,0.6965,0.7411,0.4784,5.6443,0.485
FAM20C,A_23_P250122,0.6963,0.7659,0.483,5.0626,0.482
LARP4,A_23_P36860,0.6963,0.7441,0.5009,5.1799,0.508
PCBP4,CUST_6430_PI416261804,0.6963,0.6999,0.4681,7.0229,0.465
ZDBF2,A_32_P68504,0.6963,0.6588,0.4888,5.7378,0.486
ELMOD1,CUST_6032_PI416261804,0.6962,0.706,0.4444,5.9804,0.443
SGTB,A_24_P239689,0.6962,0.712,0.4725,4.5784,0.48
C6orf48,A_23_P122531,0.6961,0.6757,0.4279,4.9524,0.427
FBLN7,A_23_P102462,0.6961,0.7514,0.5222,9.2034,0.529
WDR54,A_23_P68072,0.6961,0.6703,0.4806,7.2231,0.484
RPL11,A_23_P62605,0.696,0.6987,0.4641,5.2445,0.462
SLC39A10,CUST_5490_PI416261804,0.696,0.6891,0.4305,5.3927,0.442
PPAPDC1A,A_24_P810290,0.696,0.7145,0.533,9.46,0.537
LOC348926,A_24_P810828,0.6959,0.6915,0.4437,4.6399,0.442
SLITRK2,A_24_P305824,0.6959,0.6757,0.4259,6.6006,0.427
HNRNPA1,A_24_P454313,0.6958,0.7072,0.4485,5.0266,0.447
RNF114,A_24_P82948,0.6958,0.7574,0.4935,4.0014,0.497
HSBP1,A_23_P328511,0.6958,0.7314,0.4522,4.7317,0.452
PTPRG,CUST_9135_PI416261804,0.6958,0.735,0.4717,6.0329,0.47
SFRS2IP,A_24_P393605,0.6958,0.7356,0.5029,4.6702,0.511
FAM173B,A_23_P133279,0.6957,0.7508,0.5055,5.4064,0.508
ZNF217,A_23_P210608,0.6957,0.6703,0.4388,7.2702,0.444
ULK3,A_23_P206103,0.6957,0.6999,0.5021,5.4976,0.502
TRPM2,A_24_P27977,0.6955,0.6921,0.4792,6.512,0.478
RECQL,A_23_P25215,0.6954,0.7465,0.4946,3.5674,0.502
WWC2,A_23_P92569,0.6954,0.6763,0.4734,4.3272,0.472
GUCY1B3,A_23_P121564,0.6954,0.542,0.3447,6.7211,0.342
FBXO40,A_23_P121013,0.6953,0.7374,0.4998,9.8205,0.507
PLEKHA1,A_23_P115792,0.6952,0.7435,0.4843,4.465,0.49
ARHGDIG,A_24_P215882,0.6951,0.7187,0.4747,8.0937,0.483
HHEX,CUST_16806_PI416261804,0.695,0.7247,0.4689,6.5097,0.477
LOC644950,CUST_2864_PI416261804,0.6949,0.6467,0.4181,4.1189,0.417
TFEC,A_24_P98210,0.6948,0.726,0.4465,6.2358,0.455
FKBP2,A_23_P161596,0.6948,0.7423,0.5125,4.2808,0.515
NAPSB,A_23_P90125,0.6947,0.7592,0.5402,10.889,0.543
TYROBP,A_23_P27994,0.6947,0.7078,0.485,10.4088,0.487
TPST2,A_23_P132226,0.6947,0.7423,0.5051,4.5606,0.514
NCOA6,A_23_P259135,0.6947,0.68,0.5184,4.4937,0.517
FAM78B,CUST_969_PI416379584,0.6945,0.7495,0.5136,6.655,0.519
TTC32,A_23_P119857,0.6944,0.6884,0.4237,8.0177,0.42
B3GALT1,A_23_P108564,0.6944,0.7272,0.4933,7.8484,0.493
PHYH,A_23_P115919,0.6944,0.6794,0.4474,3.8526,0.446
FAM100A,A_23_P402787,0.6944,0.7393,0.5194,3.9121,0.524
LOC440894,A_24_P11737,0.6942,0.7804,0.5039,5.7909,0.509
SLC9A6,A_23_P22625,0.6941,0.6528,0.4365,4.6293,0.435
DUS1L,CUST_1542_PI416261804,0.6941,0.7278,0.497,10.4456,0.494
FNIP2,A_23_P400580,0.6941,0.712,0.489,4.91,0.494
MARK2,A_23_P161595,0.6941,0.6891,0.4998,4.2879,0.503
TEX2,A_23_P4036,0.694,0.7278,0.5042,4.6181,0.506
ZCCHC18,A_32_P116989,0.694,0.7042,0.5057,5.1895,0.505
TMEM56,CUST_6794_PI416261804,0.6939,0.761,0.5111,5.4313,0.515
C14orf106,A_23_P106162,0.6939,0.7042,0.4485,5.2322,0.446
ARL9,CUST_873_PI416379584,0.6939,0.7332,0.5138,7.0109,0.515
MEGF9,A_32_P129894,0.6939,0.7126,0.4952,4.9082,0.493
CLTA,CUST_5206_PI416261804,0.6939,0.6558,0.4156,7.1535,0.422
STAU2,A_23_P33154,0.6939,0.7126,0.4976,3.9978,0.503
RPS6KA4,A_23_P35791,0.6938,0.6939,0.4617,5.9828,0.467
ATP10D,A_24_P919399,0.6938,0.6776,0.487,4.6064,0.496
MTFR1,A_23_P216215,0.6937,0.7296,0.5092,5.0759,0.512
LOC645513,CUST_2955_PI416261804,0.6937,0.7018,0.4719,4.687,0.467
FAM107A,A_23_P84860,0.6937,0.6987,0.5149,7.4761,0.513
CCDC14,A_23_P384056,0.6936,0.6491,0.3776,4.2526,0.377
SPCS2,A_23_P2143,0.6936,0.7423,0.4981,3.8321,0.498
ZNF157,A_23_P84910,0.6936,0.6497,0.4315,9.3978,0.441
PKM2,A_23_P399501,0.6936,0.7296,0.4855,4.183,0.484
CMTM7,A_23_P256413,0.6935,0.7018,0.4895,8.4745,0.491
FHL5,CUST_4773_PI416261804,0.6934,0.7296,0.5016,8.2486,0.505
KLB,A_23_P350617,0.6934,0.5838,0.2813,6.8705,0.285
LOC344595,A_32_P119744,0.6934,0.7193,0.4623,4.7027,0.463
ADCY4,A_23_P381261,0.6934,0.7266,0.5108,6.4531,0.51
LOC729941,CUST_7207_PI416261804,0.6933,0.7048,0.4593,4.4881,0.462
P2RX4,CUST_16153_PI416261804,0.6932,0.542,0.273,4.4514,0.271
OC90,CUST_1021_PI416379584,0.6932,0.6939,0.4294,9.1528,0.427
DAPK2,A_24_P10233,0.6932,0.7381,0.5062,7.7711,0.505
PDLIM4,A_23_P144796,0.6932,0.6927,0.483,7.1632,0.486
ARHGEF10L,A_23_P382,0.6931,0.7036,0.4288,5.5069,0.429
ZNF516,A_23_P55606,0.6931,0.6945,0.4502,5.8019,0.459
GJB6,CUST_16234_PI416261804,0.6931,0.6727,0.4562,10.3714,0.46
ACSL6,CUST_16291_PI416261804,0.693,0.6649,0.4732,4.733,0.473
ZBTB7B,A_24_P19884,0.6929,0.7635,0.5329,5.4578,0.535
TUBD1,A_23_P26895,0.6929,0.7568,0.5082,3.3553,0.51
UBTD2,A_24_P12181,0.6928,0.5408,0.3093,4.6729,0.306
PTK2,A_23_P72050,0.6928,0.6884,0.472,5.2893,0.47
C16orf67,A_23_P89062,0.6927,0.556,0.2988,5.4601,0.302
ENST00000337102,A_24_P144025,0.6927,0.7078,0.4676,4.6559,0.467
MAP3K7IP3,A_32_P162150,0.6927,0.7205,0.4939,4.5562,0.493
BACH1,A_23_P211047,0.6926,0.7471,0.524,4.484,0.527
NPR2,A_23_P123622,0.6925,0.7387,0.4949,4.4021,0.501
FAM53B,A_24_P406814,0.6925,0.6794,0.4622,6.344,0.46
GYPE,A_23_P41304,0.6921,0.5759,0.3359,9.3834,0.348
SFI1,A_23_P80278,0.6921,0.6413,0.3462,5.5634,0.342
TSPYL1,A_24_P76879,0.6921,0.6897,0.4564,4.2981,0.457
RPL23A,A_23_P29747,0.692,0.6546,0.4135,4.4929,0.411
OPRK1,A_23_P169061,0.692,0.7568,0.5174,9.3476,0.517
WWOX,CUST_16920_PI416261804,0.692,0.7538,0.5087,5.4337,0.514
ULK1,A_23_P72550,0.692,0.6606,0.4528,4.9256,0.454
PCDHAC2,A_23_P218942,0.692,0.7072,0.5013,7.486,0.506
KLRC3,CUST_789_PI416261804,0.6919,0.6497,0.4004,8.3053,0.402
LOC400456,CUST_3917_PI416261804,0.6919,0.6503,0.3787,12.442,0.387
NUDT1,A_23_P134295,0.6919,0.6848,0.4855,6.2196,0.484
HIST1H3C,A_23_P133814,0.6918,0.6794,0.446,4.5596,0.443
IGSF22,A_32_P486620,0.6918,0.7453,0.5192,7.5962,0.523
TCF12,A_24_P82142,0.6918,0.6745,0.4693,5.2477,0.473
ZNF91,A_23_P209146,0.6918,0.6957,0.518,4.35,0.518
EFEMP1,A_23_P501007,0.6918,0.686,0.4823,10.6879,0.486
